n,name,shortname,standard,verdict,filters_passed,mean,max,match.var,match,RT.var,RT,count.air,freq.air,count.floral,freq.floral,count.leaf,freq.leaf,count.ambient,freq.ambient,filter_RT,filter_match,filter_freq.floral,filter_contaminant,filter_area,filter_ambient_ratio,ambient_ratio,filter_ambient_ttest,filter_final
730,"2-Heptanone, 3-methyl-",,,,4,56498,900650,0.0007,0.90,1.96,5.78,10,0.213,45,0.188,3.000,0.057,10,0.2127659574,OK,OK,OK,OK,Low,AmRatioFail,0.6,tTestFail,FALSE
731,"2-Heptanone, 4,6-dimethyl-",,,,5,2447,310457,0.0000,0.83,11.50,9.67,0,0.000,3,0.013,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
732,"2-Heptanone, 6-methyl-",,,,3,1528,216245,0.0028,0.81,0.33,7.57,1,0.021,3,0.013,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,0.5,tTestFail,FALSE
733,"2-Hepten-1-ol, (E)-",,,,2,631,55593,0.0019,0.76,0.03,6.33,1,0.021,3,0.013,1.000,0.019,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.2,tTestFail,FALSE
734,"2-Hepten-1-ol, (Z)-",,,,4,487,59816,0.0010,0.75,0.03,6.02,0,0.000,4,0.017,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
735,"2-Heptenal, (E)-",,,,4,235,56303,NA,0.73,NA,3.30,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
736,"2-Heptenal, (Z)-",,,,4,15887,453318,0.0011,0.86,0.00,7.60,3,0.064,28,0.117,2.000,0.038,3,0.06382978723,OK,OK,OK,OK,Low,AmRatioFail,1.8,tTestFail,FALSE
737,2-Heptene,,,,5,2525,146356,0.0007,0.84,1.03,3.54,0,0.000,6,0.025,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
738,"2-Heptene, (E)-",,,,3,3280,105393,0.0006,0.85,0.00,3.56,1,0.021,9,0.038,1.000,0.019,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,1.7,tTestFail,FALSE
739,2-Hexadecanone,,,,1,15862,1204798,0.000314,0.72,0.0002,19.11,1,0.021,7,0.029,0.000,0.000,1,0.02127659574,High,Low,Rare,OK,Low,AmRatioFail,2.2,tTestFail,FALSE
740,"2-Hexadecene, 3,7,11,15-tetramethyl-, [R-[R*,R*-(E)]]-",,,,3,41132,2445984,0.0020,0.83,14.10,16.67,5,0.106,18,0.075,2.000,0.038,5,0.1063829787,OK,OK,Rare,OK,Low,AmRatioFail,0.6,tTestFail,FALSE
741,2-Hexanol,,,,3,7118,287765,0.0040,0.87,0.05,4.09,1,0.021,14,0.058,5.000,0.094,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,2.7,tTestFail,FALSE
742,"2-Hexanol, (R)-",,,,4,789,88531,0.0056,0.79,0.12,3.78,0,0.000,3,0.013,1.000,0.019,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
743,"2-Hexanol, 3,3,5-trimethyl-2-(3-methylphenyl)-",,,,2,7929,1736550,0.0001,0.75,0.00,11.32,1,0.021,2,0.008,2.000,0.038,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,2.1,tTestFail,FALSE
744,2-Hexanone,,,,2,6096,759637,0.0064,0.78,0.08,4.42,3,0.064,7,0.029,8.000,0.151,3,0.06382978723,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
745,"2-Hexanone, 3,3-dimethyl-",,,,3,3906,416735,0.0003,0.80,0.79,3.03,1,0.021,4,0.017,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,0.4,tTestFail,FALSE
746,"2-Hexanone, 3,4-dimethyl-",,,,4,44483,1238307,0.0029,0.88,2.77,5.63,2,0.043,30,0.125,6.000,0.113,2,0.04255319149,OK,OK,OK,OK,Low,AmRatioFail,1.5,tTestFail,FALSE
747,"2-Hexanone, 4-hydroxy-3-propyl-",,,,3,0,0,NA,0.90,NA,4.65,0,0.000,0,0.000,1.000,0.019,0,0,OK,OK,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
748,"2-Hexanone, 4-methyl-",,,,4,576,70679,0.0000,0.86,0.00,1.70,0,0.000,2,0.008,0.000,0.000,0,0,Low,OK,Rare,OK,Low,OK,Inf,OK,FALSE
749,"2-Hexanone, 5-methyl-",,,,3,8566,128883,0.0003,0.86,0.00,1.70,6,0.128,25,0.104,0.000,0.000,6,0.1276595745,Low,OK,OK,OK,Low,AmRatioFail,0.6,tTestFail,FALSE
750,"2-Hexanone, 6-hydroxy-",,,,3,5847,440121,0.0004,0.84,0.00,5.83,2,0.043,5,0.021,0.000,0.000,2,0.04255319149,OK,OK,Rare,OK,Low,AmRatioFail,0.8,tTestFail,FALSE
751,"2-Hexen-1-ol, (E)-",,,,5,1338,100300,0.0015,0.85,0.35,4.85,0,0.000,8,0.033,5.000,0.094,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
752,"2-Hexen-1-ol, (Z)-",(Z)-hex-2-en-1-ol,Hexenol,newleaf,5,1480,241899,0.0026,0.93,0.44,5.96,0,0.000,5,0.021,32.000,0.604,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
753,"2-Hexen-1-ol, acetate",,,,3,17784,989699,0.0029,0.87,2.70,5.77,1,0.021,9,0.038,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,1.3,tTestFail,FALSE
754,"2-Hexen-1-ol, acetate, (E)-",,,,3,28711,1768516,0.0003,0.87,0.00,5.82,1,0.021,10,0.042,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,2.9,tTestFail,FALSE
755,"2-Hexen-1-ol, acetate, (Z)-",,,,5,14149,1121851,0.0002,0.86,1.37,5.82,0,0.000,8,0.033,2.000,0.038,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
756,"2-Hexen-1-ol, propanoate, (E)-",,,,4,397,57659,0.0072,0.76,0.00,2.99,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
757,2-Hexenal,hex-2-enal,Hexenol,newleaf,4,47991,538654,0.0019,0.86,1.48,5.57,10,0.213,79,0.329,19.000,0.358,10,0.2127659574,OK,OK,OK,OK,Low,AmRatioFail,0.9,tTestFail,FALSE
478,"1,3,8-p-Menthatriene","p-mentha-1,3,8-triene",alpha_Pinene,fvoc,6,19625,472674,0.0017,0.88,0.13,10.50,0,0.000,29,0.121,0.000,0.000,0,0,OK,OK,OK,OK,Low,OK,Inf,OK,TRUE
759,2-Hexene,,,,5,3305,302635,0.0002,0.84,0.00,6.88,0,0.000,3,0.013,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
760,"2-Hexene, (E)-",,,,3,20071,769027,0.0002,0.84,0.20,6.87,6,0.128,17,0.071,1.000,0.019,6,0.1276595745,OK,OK,Rare,OK,Low,AmRatioFail,0.4,tTestFail,FALSE
761,"2-Hexene, 1-(1-ethoxyethoxy)-, (E)-",,,,3,5054,68259,0.0011,0.75,0.00,9.04,3,0.064,28,0.117,17.000,0.321,3,0.06382978723,OK,Low,OK,OK,Low,AmRatioFail,2.7,tTestFail,FALSE
762,"2-Hexene, 1-(pentyloxy)-, (E)-",,,,2,13,3045,0.0000,0.73,0.00,3.97,1,0.021,1,0.004,1.000,0.019,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.1,tTestFail,FALSE
763,"2-Hexene, 5-methyl-, (E)-",,,,3,4906,201545,0.0009,0.83,1.56,3.53,1,0.021,10,0.042,3.000,0.057,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,2.9,tTestFail,FALSE
764,2-Hexyl-1-octanol,,,,3,17239,602275,0.0023,0.87,5.76,12.99,4,0.085,18,0.075,2.000,0.038,4,0.08510638298,OK,OK,Rare,OK,Low,AmRatioFail,0.5,tTestFail,FALSE
765,2-Hexyn-1-ol,,,,3,0,0,0.0001,0.84,0.00,5.57,0,0.000,0,0.000,3.000,0.057,0,0,OK,OK,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
766,"2-Hydroxy-1,1,10-trimethyl-6,9-epidioxydecalin",,,,4,10114,1130322,0.0012,0.77,8.01,16.90,0,0.000,6,0.025,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
767,2-Hydroxy-2-methylundec-5-en-3-one,,,,3,2372,284809,0.000050,0.745,0.0000,18.09,0,0.000,2,0.008,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
768,2-Hydroxy-iso-butyrophenone,,,,2,1417,266779,0.0026,0.79,10.81,12.83,1,0.021,3,0.013,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.1,tTestFail,FALSE
769,"2-Hydroxyimino-3-oxo-butanoic acid, methyl ester",,,,5,2660,638380,NA,0.87,NA,4.61,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
770,2-Hydroxymethylcyclopentanol (cis),,,,4,359,30818,0.0004,0.73,0.00,3.72,0,0.000,3,0.013,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
771,2-Hydroxymethylcyclopentanol (trans),,,,2,752,180451,0.0013,0.78,13.08,9.97,2,0.043,1,0.004,0.000,0.000,2,0.04255319149,OK,Low,Rare,OK,Low,AmRatioFail,0.3,tTestFail,FALSE
772,2-Isobutoxyethyl propionate,,,,4,106,25420,NA,0.71,NA,6.20,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
773,"2-Isopropenyl-4a,8-dimethyl-1,2,3,4,4a,5,6,8a-octahydronaphthalene",,,,5,728,174603,NA,0.84,NA,15.71,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
774,2-Isopropenyl-5-methyl-6-hepten-1-ol,,,,2,0,0,NA,0.78,NA,13.60,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
775,2-Isopropenyl-5-methylhex-4-enal,,,,2,20515,758860,0.0021,0.77,9.34,11.47,2,0.043,15,0.063,1.000,0.019,2,0.04255319149,OK,Low,Rare,OK,Low,AmRatioFail,0.5,tTestFail,FALSE
776,2-Isopropyl-4-methylhex-2-enal,,,,4,987,236922,NA,0.75,NA,8.21,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
777,2-Isopropyl-5-methyl-1-heptanol,,,,5,1430009,42594220,0.0027,0.86,5.25,13.21,26,0.553,102,0.425,15.000,0.283,26,0.5531914894,OK,OK,OK,OK,OK,AmRatioFail,2.3,tTestFail,FALSE
778,"2-Isopropyl-5-methylcyclohexyl methylphosphonofluoridate (Methylphosphonic acid, fluoroanhydride, (2-isopropyl-5-methylcyclohex",,,,4,146,35123,NA,0.75,NA,8.78,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
779,2-Isopropyl-5-oxohexanal,,,,5,117497,6513793,0.0037,0.82,5.69,10.52,1,0.021,8,0.033,2.000,0.038,1,0.02127659574,OK,OK,Rare,OK,OK,OK,339.3,tTestFail,FALSE
780,2-Methoxy-4-vinylphenol,,,,4,3156,471779,0.0025,0.79,0.00,13.26,0,0.000,3,0.013,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
781,2-Methyl-1-nonene-3-yne,,,,4,103,24677,NA,0.73,NA,8.69,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
782,2-Methyl-1-octadecene,,,,4,1634,197926,0.0001,0.78,0.00,13.23,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
783,2-Methyl-1-undecanol,,,,5,607,145634,NA,0.86,NA,11.43,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
784,"2-Methyl-1,5-heptadiene (c,t)",,,,5,1509,79103,0.0005,0.82,0.00,4.14,0,0.000,6,0.025,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
785,2-Methyl-2-decanol,,,,4,38135,7451962,0.001850,0.815,17.6181,20.80,1,0.021,3,0.013,4.000,0.075,1,0.02127659574,High,OK,Rare,OK,OK,OK,18.1,tTestFail,FALSE
786,2-Methyl-2-docosene,,,,5,7088,1148117,0.0008,0.83,19.68,16.36,0,0.000,2,0.008,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
787,2-Methyl-2-nonanol,,,,1,42,10147,0.000200,0.76,0.0000,17.22,1,0.021,1,0.004,0.000,0.000,1,0.02127659574,High,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
788,2-Methyl-3-isobutoxy-5-propargylcyclopent-2-en-1-one,,,,4,1119,268527,NA,0.74,NA,9.98,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
789,2-Methyl-3-vinyl-oxirane,,,,4,397,95292,NA,0.73,NA,3.56,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
790,2-Methyl-4-decanone,,,,4,1015,98015,0.0006,0.74,0.00,14.30,0,0.000,4,0.017,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
791,2-Methyl-5-(1-adamantyl)pentan-2-ol,,,,4,808,194034,NA,0.72,NA,8.48,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
792,2-Methyl-6-hepten-3-ol,,,,4,286,68715,NA,0.72,NA,12.66,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
793,"2-Methyl-6-phenyl-5,6-dihydro-4H-1,3-oxazine",,,,2,5594,246780,0.0002,0.75,0.00,6.39,2,0.043,7,0.029,3.000,0.057,2,0.04255319149,OK,Low,Rare,OK,Low,AmRatioFail,0.9,tTestFail,FALSE
794,"2-Methyl-tridecane-2,12-diol",,,,3,741,177901,NA,0.75,NA,17.21,0,0.000,1,0.004,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
795,2-Methyl-Z-4-tetradecene,,,,4,3256,415276,0.0003,0.73,3.02,16.86,0,0.000,3,0.013,1.000,0.019,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
796,"2-Methyl-Z-7,8-epoxyhexadecane",,,,3,2166,435970,0.000450,0.755,1.1951,18.73,0,0.000,2,0.008,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
797,"2-Methylaminomethyl-1,3-dioxolane",,,,4,82,19678,NA,0.74,NA,6.12,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
798,"2-Methylbutane-1,4-diol, 3-(1-ethoxyethoxy)-",,,,4,5349,436230,0.0016,0.83,2.40,3.67,1,0.021,11,0.046,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,OK,7.5,tTestFail,FALSE
799,2-Methylcyclopropane-1-carboxylic acid methyl ester,,,,5,337,80990,NA,0.80,NA,5.28,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
800,2-Methylenecyclohexanol,,,,4,388,39955,0.0004,0.74,3.10,5.63,0,0.000,3,0.013,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
801,2-Methylhentriacontane,,,,1,96956,2748153,0.002205,0.79,0.2925,22.58,9,0.191,21,0.088,10.000,0.189,9,0.1914893617,High,Low,Rare,OK,Low,AmRatioFail,0.4,tTestFail,FALSE
802,2-Methylhexacosane,,,,4,821615,19740232,0.003765,0.85,6.2194,21.14,19,0.404,86,0.358,20.000,0.377,19,0.4042553191,High,OK,OK,OK,OK,AmRatioFail,1.1,tTestFail,FALSE
803,2-Methylhexadec-1-ene,,,,2,906,217536,0.000833,0.87,7.0779,17.83,1,0.021,1,0.004,1.000,0.019,1,0.02127659574,High,OK,Rare,OK,Low,AmRatioFail,0.2,tTestFail,FALSE
804,2-Methylmalonodiamide,,,,2,0,0,NA,0.71,NA,6.13,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
805,2-methyloctacosane,,,,3,18786,1091599,0.0022,0.85,4.94,16.43,3,0.064,13,0.054,1.000,0.019,3,0.06382978723,OK,OK,Rare,OK,Low,AmRatioFail,0.7,tTestFail,FALSE
806,2-Methyltetracosane,,,,5,201448,16941063,0.0026,0.82,5.51,15.30,13,0.277,63,0.263,10.000,0.189,13,0.2765957447,OK,OK,OK,OK,OK,AmRatioFail,1.7,tTestFail,FALSE
2065,cis-3-Hexenyl iso-butyrate,[(Z)-hex-3-enyl] 2-methylpropanoate  ,Hexenol,fvoc,6,13893,381615,0.0019,0.80,0.10,10.70,0,0.000,27,0.113,5.000,0.094,0,0,OK,OK,OK,OK,Low,OK,Inf,OK,TRUE
808,2-Methyltriacontane,,,,1,21846,1737484,0.002367,0.79,5.5040,22.58,6,0.128,7,0.029,4.000,0.075,6,0.1276595745,High,Low,Rare,OK,Low,AmRatioFail,0.2,tTestFail,FALSE
809,2-Methylvaleroyl chloride,,,,4,141,33815,0.0000,0.71,1.09,7.07,0,0.000,1,0.004,2.000,0.038,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
810,2-Morpholin-4-yl-acrylnitrile,,,,4,94,22664,NA,0.72,NA,3.72,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
811,2-n-Butylacrolein,,,,2,393,49666,0.0093,0.74,13.71,8.21,1,0.021,2,0.008,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.1,tTestFail,FALSE
812,2-n-Hexylcyclopentanone,,,,5,896,215029,NA,0.84,NA,6.77,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
813,2-Nitro-1-buten-3-ol,,,,3,11055,1968981,0.0009,0.75,0.00,6.15,2,0.043,14,0.058,6.000,0.113,2,0.04255319149,OK,Low,Rare,OK,Low,OK,6.7,tTestFail,FALSE
814,2-Nitro-1-phenyl-3-(tetrahydropyran-2-yloxy)propan-1-one,,,,4,10083,1774605,0.0001,0.75,0.00,12.27,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
815,2-Nonadecanone,,,,3,73868,1821183,0.002613,0.8,15.9045,17.99,11,0.234,47,0.196,14.000,0.264,11,0.2340425532,High,OK,OK,OK,Low,AmRatioFail,0.7,tTestFail,FALSE
816,2-Nonanol,,,,4,3896,935134,0.0128,0.79,14.69,9.23,0,0.000,1,0.004,1.000,0.019,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
817,2-Nonanone,nonan-2-one,Hexenol,fvoc,4,40734,5527845,0.0017,0.78,2.68,9.87,5,0.106,35,0.146,10.000,0.189,5,0.1063829787,OK,Low,OK,OK,OK,AmRatioFail,2.1,tTestFail,FALSE
818,"2-Nonanone, 3-(hydroxymethyl)-",,,,4,244,58576,NA,0.72,NA,9.92,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
499,"1,4,7,-Cycloundecatriene, 1,5,9,9-tetramethyl-, Z,Z,Z-",a-humulene,Caryophyllene,fvoc,6,41814,1289270,0.0023,0.89,0.00,15.29,0,0.000,25,0.104,2.000,0.038,0,0,OK,OK,OK,OK,Low,OK,Inf,OK,TRUE
820,"2-Nonen-4-yn-1-ol, (Z)-",,,,4,781,187420,NA,0.71,NA,11.83,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
821,2-Nonenal,,,,4,89,21290,NA,0.72,NA,12.80,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
822,"2-Nonenal, (E)-",,,,4,254394,3480670,0.0020,0.91,0.21,10.97,32,0.681,178,0.742,29.000,0.547,32,0.6808510638,OK,OK,OK,OK,Low,AmRatioFail,1.5,tTestFail,FALSE
823,"2-Nonenal, (Z)-",,,,4,345,82837,NA,0.75,NA,11.95,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
824,"2-Nonenal, 8-oxo-",,,,4,525,125935,NA,0.76,NA,10.91,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
825,2-Nonene,,,,3,6078,550714,0.0018,0.82,0.76,6.50,3,0.064,6,0.025,0.000,0.000,3,0.06382978723,OK,OK,Rare,OK,Low,AmRatioFail,0.3,tTestFail,FALSE
826,"2-Nonene, (E)-",,,,5,1405,337226,NA,0.92,NA,4.64,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
827,"2-Norpinanol, 3,6,6-trimethyl-",,,,1,0,0,NA,0.7,NA,17.86,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,High,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
828,"2-Octanol, 2-methyl-6-methylene-",,,,2,7014,372382,0.001514,0.725,2.5394,18.10,1,0.021,7,0.029,0.000,0.000,1,0.02127659574,High,Low,Rare,OK,Low,OK,13.4,tTestFail,FALSE
829,"2-Octanol, 2,6-dimethyl-",,,,2,45170,2728499,0.002100,0.805,2.6897,19.39,2,0.043,18,0.075,6.000,0.113,2,0.04255319149,High,OK,Rare,OK,Low,AmRatioFail,1.2,tTestFail,FALSE
830,"2-Octanol, acetate",,,,5,1066,255832,NA,0.81,NA,9.11,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
831,2-Octanone,,,,5,7444,693769,0.0004,0.85,0.69,6.84,0,0.000,4,0.017,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
832,"2-Octanone, 1-nitro-",,,,3,16721,1280054,0.0005,0.83,2.92,5.27,2,0.043,7,0.029,2.000,0.038,2,0.04255319149,OK,OK,Rare,OK,Low,AmRatioFail,0.7,tTestFail,FALSE
833,"2-Octen-1-ol, (E)-",,,,4,617,65268,0.0002,0.77,0.00,6.38,0,0.000,3,0.013,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
834,"2-Octen-1-ol, 3,7-dimethyl-, isobutyrate, (Z)-",,,,4,8518,1903742,0.0007,0.74,19.68,8.71,0,0.000,3,0.013,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
835,"2-Octen-4-ol, 2-methyl-",,,,2,0,0,NA,0.71,NA,10.91,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
836,"2-Octenal, (E)-",,,,4,49947,832802,0.0010,0.87,0.48,9.34,8,0.170,42,0.175,4.000,0.075,8,0.170212766,OK,OK,OK,OK,Low,AmRatioFail,1.1,tTestFail,FALSE
837,"2-Octene, (E)-",,,,5,2977,438683,0.0005,0.89,0.00,4.67,0,0.000,2,0.008,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
838,"2-Octene, (Z)-",,,,4,235,28487,0.0001,0.74,0.00,3.72,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
839,"2-Octene, 2-methyl-6-methylene-",,,,4,91928,1708304,0.0020,0.89,0.00,9.27,8,0.170,80,0.333,1.000,0.019,8,0.170212766,OK,OK,OK,OK,Low,AmRatioFail,1.0,tTestFail,FALSE
840,"2-Octene, 3,7-dimethyl-, (Z)-",,,,2,421,101066,0.0025,0.76,0.00,11.34,1,0.021,1,0.004,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.3,tTestFail,FALSE
841,2-Octyl benzoate,,,,5,23690,1529638,0.0015,0.81,4.06,9.49,0,0.000,8,0.033,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
842,"2-Oxabicyclo[2.2.1]heptan-3-one, 1,7,7-trimethyl-",,,,4,172,41258,NA,0.76,NA,5.24,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
843,"2-Oxabicyclo[2.2.2]octan-6-ol, 1,3,3-trimethyl-",,,,3,14335,1045372,0.000670,0.795,0.0001,18.00,0,0.000,8,0.033,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
844,"2-Oxazolamine, 4,5-dimethyl-",,,,4,94,22582,NA,0.73,NA,5.93,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
845,"2-Oxepanol, 5-(1,1-dimethylethyl)-",,,,5,3906,379106,0.0026,0.83,0.00,13.41,0,0.000,6,0.025,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
1011,"2,4,6-Octatriene, 2,6-dimethyl-, (E,Z)-","(4E,6Z)-alloocimene",alpha_Pinene,fvoc,6,12154,288979,0.0016,0.91,0.00,10.49,0,0.000,24,0.100,0.000,0.000,0,0,OK,OK,OK,OK,Low,OK,Inf,OK,TRUE
847,"2-Oxepanone, 7-butyl-",,,,4,399,49329,0.0005,0.76,0.30,10.47,0,0.000,3,0.013,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
848,"2-Oxepanone, 7-hexyl-",,,,2,0,0,NA,0.76,NA,12.26,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
849,"2-Oxetanone, 3,3-dimethyl-",,,,3,1692,104077,0.0007,0.81,0.00,2.00,1,0.021,6,0.025,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,1.3,tTestFail,FALSE
850,2-Oxooctanoic acid,,,,2,1355,143823,0.0039,0.79,0.45,9.73,3,0.064,5,0.021,1.000,0.019,3,0.06382978723,OK,Low,Rare,OK,Low,AmRatioFail,0.5,tTestFail,FALSE
851,2-Pentadecanone,,,,3,228173,2893746,0.003517,0.9,1.3184,18.00,19,0.404,114,0.475,10.000,0.189,19,0.4042553191,High,OK,OK,OK,Low,AmRatioFail,1.6,tTestFail,FALSE
852,"2-Pentadecanone, 6,10,14-trimethyl-",,,,3,82912,2900292,0.002487,0.8,5.6959,17.99,9,0.191,31,0.129,14.000,0.264,9,0.1914893617,High,OK,OK,OK,Low,AmRatioFail,1.9,tTestFail,FALSE
853,2-Pentadecyn-1-ol,,,,4,2265,410313,0.0008,0.78,0.00,11.94,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
